id,taxpayer_number,taxpayer_name,taxpayer_address,taxpayer_city,taxpayer_state,taxpayer_zip,taxpayer_county,location_number,location_name,location_address,location_city,location_state,location_zip,location_county,tabc_permit_number,responsibility_begin_date,responsibility_end_date,obligation_end_date,liquor_receipts,wine_receipts,beer_receipts,cover_charge_receipts,total_receipts,latitude,longitude,geocoding_confidence,data_quality_score,is_active,last_updated,created_at,full_address,concept_primary,concept_secondary,concept_confidence,concept_source,population_1_mile,drinking_age_1_mile,population_3_mile,drinking_age_3_mile,population_5_mile,drinking_age_5_mile,population_10_mile,drinking_age_10_mile,square_footage,square_footage_source,square_footage_confidence
row-hsta~8g63-pbsx,32044786807,"CLARDY VENTURES II, LLC",1300 FULTON ST STE 301,DENTON,TX,76201,61,1,FUZZYS TACO SHOP,10101 SLIDE RD STE 100,LUBBOCK,TX,79424,152,RM789665,,,,0.0,0.0,0.0,0.0,58100.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"10101 SLIDE RD STE 100, LUBBOCK, TX 79424",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-4uvi.mpbj.v5rr,32045882340,"ROCKY MOUNTAIN LIQUOR, LLC",2625 N JOSEY LN STE 116,CARROLLTON,TX,75007,57,1,FRISCO LAKES GOLF CLUB,7170 ANTHEM DR,FRISCO,TX,75034,61,RM810313,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"7170 ANTHEM DR, FRISCO, TX 75034",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-e4y7-2xzz_2ekb,32005071736,JESUS GUILLERMO RODRIGUEZ,6909 KING ARTHUR,CORPUS CHRISTI,TX,78413,178,10,THE VAULT,424 SCHATZEL ST,CORPUS CHRISTI,TX,78401,178,MB706931,,,,0.0,0.0,0.0,0.0,3723.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"424 SCHATZEL ST, CORPUS CHRISTI, TX 78401",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-xyc3.7urd-uhbw,12005574723,"MCALLEN WINGS, LTD.",8 WHITE ROCK TRL,LUCAS,TX,75002,43,1,HOOTERS,410 EAST FREEWAY 83,MC ALLEN,TX,78503,108,MB713757,,,,0.0,0.0,0.0,0.0,69667.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"410 EAST FREEWAY 83, MC ALLEN, TX 78503",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-pxuz.47rg.mn6z,32030115409,KATHY WILSON,206 TAYLOR ST,GLIDDEN,TX,78943,45,1,THE GOLDEN LEAF,252 CAMP ST,ALLEYTON,TX,78935,45,MB806122,,,,0.0,0.0,0.0,0.0,396.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"252 CAMP ST, ALLEYTON, TX 78935",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-f3b5~3mr8_cuqr,17501013209,ABILENE COUNTRY CLUB,4039 S TREADAWAY BLVD,ABILENE,TX,79602,221,1,ABILENE COUNTRY CLUB,4039 S TREADAWAY BLVD,ABILENE,TX,79602,221,MB99255,,,,0.0,0.0,0.0,0.0,26505.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"4039 S TREADAWAY BLVD, ABILENE, TX 79602",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bd9f~tt5s.edfj,18609862406,"GVLF 2001, LLC",15279 N SCOTTSDALE RD STE 250,SCOTTSDALE,AZ,85254,0,1,EDDIE V'S EDGEWATER GRILLE,301 E 5TH ST,AUSTIN,TX,78701,227,MB483422,,,,0.0,0.0,0.0,0.0,229582.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"301 E 5TH ST, AUSTIN, TX 78701",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ca3u_s7gd_5i9z,12631253924,CHAPARRITO'S PRIVATE CLUB INC.,11639 FEATHERBROOK DR,DALLAS,TX,75228,57,1,CHAPARRITO'S RESTAURANT,13531 MONTFORT DR,DALLAS,TX,75240,57,N 711376,,,,0.0,0.0,0.0,0.0,1062.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"13531 MONTFORT DR, DALLAS, TX 75240",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-i8ux~dwim-a7bn,32002353194,"LA FLORECITA MEXICAN RESTAURANT PRIVATE CLUB, INC",700 S COCKRELL HILL RD STE 100,DUNCANVILLE,TX,75137,57,1,LA FLORECITA MEXICAN RESTAURANT,700 S COCKRELL HILL RD STE 100,DUNCANVILLE,TX,75137,57,N 474057,,,,0.0,0.0,0.0,0.0,646.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"700 S COCKRELL HILL RD STE 100, DUNCANVILLE, TX 75137",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-drpk~mhkw~zdyn,11617454282,"DOSEY DOE, INC.",25911 INTERSTATE 45,THE WOODLANDS,TX,77380,170,1,"DOSEY DOE, INC.",25911 INTERSTATE 45 N,THE WOODLANDS,TX,77380,170,MB637894,,,,0.0,0.0,0.0,0.0,4047.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"25911 INTERSTATE 45 N, THE WOODLANDS, TX 77380",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-a7pa_kz7q_f8z8,30116277069,GONZALEZ MEXICAN FOOD RESTAURANT,8121 BRUTON RD,DALLAS,TX,75217,57,1,GONZALEZ MEXICAN FOOD RESTAURANT,8121 BRUTON RD,DALLAS,TX,75217,57,N 119816,,,,0.0,0.0,0.0,0.0,7294.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"8121 BRUTON RD, DALLAS, TX 75217",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-3hes.jjhc_pi5p,32004533702,ISIDRO SANCHEZ,1644 EHLINGER RD,FAYETTEVILLE,TX,78940,75,12,GUADALAJARA MEXICAN RESTAURANT #5,494 HIGHWAY 71 W STE 180,BASTROP,TX,78602,11,RM578237,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"494 HIGHWAY 71 W STE 180, BASTROP, TX 78602",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-m6dh.fj9a.3x8s,32049898771,7 GILLINGER'S LLC,651 S MAIN ST,GRAPEVINE,TX,76051,220,1,A J'S ON MAIN,651 S MAIN ST,GRAPEVINE,TX,76051,220,MB834646,,,,0.0,0.0,0.0,0.0,4021.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"651 S MAIN ST, GRAPEVINE, TX 76051",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-avyj_tn9f~vepc,17416637308,"EL GALLO RESTAURANT, INC.",10210 LA COSTA DR,AUSTIN,TX,78747,227,1,EL GALLO RESTAURANT,2910 S CONGRESS AVE,AUSTIN,TX,78704,227,MB187279,,,,0.0,0.0,0.0,0.0,15276.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2910 S CONGRESS AVE, AUSTIN, TX 78704",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-baut_28ch.3ddx,12606105802,"MOUNT PLEASANT MUDBUGS SOCIAL CLUB, INC.",1350 INDUSTRIAL RD,MT PLEASANT,TX,75455,225,2,MUDBUGS,1350 INDUSTRIAL RD,MOUNT PLEASANT,TX,75455,225,N 671136,,,,0.0,0.0,0.0,0.0,21772.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1350 INDUSTRIAL RD, MOUNT PLEASANT, TX 75455",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-a3af.ipmu~487u,17526235886,SIK TEXAS LICENSE CORP.,1514 RANCH ROAD 620 S,LAKEWAY,TX,78734,227,33,CARINO'S ITALIAN GRILL,4711 LOOP 250 W,MIDLAND,TX,79707,165,MB560303,,,,0.0,0.0,0.0,0.0,20002.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"4711 LOOP 250 W, MIDLAND, TX 79707",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bnmq~e3jc.szat,10206642059,"BCGN, INC.",1200 MCKINNEY ST STE 103,HOUSTON,TX,77010,101,1,DON PATRON BAR & GRILL,500 DALLAS ST STE P50,HOUSTON,TX,77002,101,MB536954,,,,0.0,0.0,0.0,0.0,9902.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"500 DALLAS ST STE P50, HOUSTON, TX 77002",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-k823-tx89_amyv,12056822781,NAPOLI'S PRIVATE CLUB,101 STATE HIGHWAY 205,TERRELL,TX,75160,129,1,NAPOLI'S,101 STATE HIGHWAY 205,TERRELL,TX,75160,129,N 647681,,,,0.0,0.0,0.0,0.0,2614.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"101 STATE HIGHWAY 205, TERRELL, TX 75160",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ixv7_tkw2-zuhw,12611062105,CARTUCHO CORPORATION,1420 N VALLEY MILLS DR,WACO,TX,76710,161,1,TAQUERIA MEXICANO GRILLE # 9,1420 N VALLEY MILLS DR,WACO,TX,76710,161,MB681358,,,,0.0,0.0,0.0,0.0,13304.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1420 N VALLEY MILLS DR, WACO, TX 76710",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-fs2c-u7x6~ivd8,17606362865,"GALVESTON HARBOUR PROPERTIES, INC.",PO BOX 1226,GALVESTON,TX,77553,84,1,THE WATERMAN,14302 STEWART RD,GALVESTON,TX,77554,84,MB536515,,,,0.0,0.0,0.0,0.0,25374.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"14302 STEWART RD, GALVESTON, TX 77554",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-4ugf.afkq~msvn,32038196245,"NARF HOU BEVERAGE COMPANY, LLC",PO BOX 10420,HOUSTON,TX,77206,101,1,MO'S A PLACE FOR STEAKS,1801 POST OAK BLVD STE 1E,HOUSTON,TX,77056,101,MB713588,,,,0.0,0.0,0.0,0.0,147923.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1801 POST OAK BLVD STE 1E, HOUSTON, TX 77056",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ddff_8z9w-ibsf,17528829710,"SHOTS MAIN EVENT, INC.",5445 LEGACY DR STE 400,PLANO,TX,75024,43,5,MAIN EVENT,2070 S STEMMONS FWY,LEWISVILLE,TX,75067,61,RM579394,,,,0.0,0.0,0.0,0.0,42221.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2070 S STEMMONS FWY, LEWISVILLE, TX 75067",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-mqt4_54sa~wkc7,17525847608,RED RIVER BEVERAGE COMPANY,10310 TECHNOLOGY BLVD E,DALLAS,TX,75220,57,1,COWBOY'S RED RIVER,10310 TECHNOLOGY BLVD W,DALLAS,TX,75220,57,MB256414,,,,0.0,0.0,0.0,0.0,305211.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"10310 TECHNOLOGY BLVD W, DALLAS, TX 75220",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-eke5.iauh~nf63,17424037285,CANTINA CORPORATION,1100 E PIONEER PKWY,ARLINGTON,TX,76010,220,1,DANIELITA'S MEXICAN CUISINE,1100 E PIONEER PKWY,ARLINGTON,TX,76010,220,MB180959,,,,0.0,0.0,0.0,0.0,2211.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1100 E PIONEER PKWY, ARLINGTON, TX 76010",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-g2wb_ex8x~ukww,17604411748,"WEST GRAY BARS LTD., INC.",614 W GRAY ST,HOUSTON,TX,77019,101,1,PJ'S SPORTS BAR,614 W GRAY ST,HOUSTON,TX,77019,101,MB249803,,,,0.0,0.0,0.0,0.0,18090.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"614 W GRAY ST, HOUSTON, TX 77019",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-znaj.csnf.tqef,32008712864,JEANETTE LEONORE HILL,9425 COUNTRY CREEK DR,HOUSTON,TX,77036,101,3,CORK CLUB,9425 COUNTRY CREEK DR,HOUSTON,TX,77036,101,MB227483,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"9425 COUNTRY CREEK DR, HOUSTON, TX 77036",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-eykg~pqyj_6cyq,17428509867,"BHWT, LLC",11701 FM 2244 STE 216,AUSTIN,TX,78738,227,1,LOGAN'S ON SIXTH,200 E 6TH ST STE A,AUSTIN,TX,78701,227,MB422036,,,,0.0,0.0,0.0,0.0,76921.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"200 E 6TH ST STE A, AUSTIN, TX 78701",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-4z4x-tqv2.tzhd,19119380756,"RTA, LLC",465 OCEAN DR APT 605,MIAMI BEACH,FL,33139,0,1,BENNIGAN'S,9837 IH 10 W,SAN ANTONIO,TX,78230,15,MB666640,,,,0.0,0.0,0.0,0.0,50966.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"9837 IH 10 W, SAN ANTONIO, TX 78230",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-nyj3_3gbq-8jtz,32039363612,Y2KITCHEN LLC,4500 DARTMOORE LN,COLLEYVILLE,TX,76034,220,1,NEXT WOOD FIRED BISTRO & VINO BAR,5003 COLLEYVILLE BLVD,COLLEYVILLE,TX,76034,220,MB785103,,,,0.0,0.0,0.0,0.0,25604.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5003 COLLEYVILLE BLVD, COLLEYVILLE, TX 76034",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-fa77~xhif-dnbt,17428562049,"COLOVISTA GOLF CLUB, INC",100 COUNTRY CLUB DR,BASTROP,TX,78602,11,1,COLOVISTA GOLF CLUB INC,1 COUNTRY CLUB DRIVE,BASTROP,TX,78602,11,N 423787,,,,0.0,0.0,0.0,0.0,2024.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1 COUNTRY CLUB DRIVE, BASTROP, TX 78602",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-d4xm.naza~67hq,32054591766,"EUREKA WEST VILLAGE, LLC",12101 CRENSHAW BLVD STE 400,HAWTHORNE,CA,90250,0,1,"EUREKA WEST VILLAGE, LLC",3700 MCKINNEY AVE STE 107,DALLAS,TX,75204,57,MB890868,,,,0.0,0.0,0.0,0.0,118392.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3700 MCKINNEY AVE STE 107, DALLAS, TX 75204",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-644f.mg77.jswa,12046450065,F & F INVESTMENTS INC.,PO BOX 1364,FRIENDSWOOD,TX,77549,84,1,TIME OUT #4,15135 NORTH FWY STE 120,HOUSTON,TX,77090,101,MB644692,,,,0.0,0.0,0.0,0.0,67932.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"15135 NORTH FWY STE 120, HOUSTON, TX 77090",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-tj5g.6r9c~79ss,17421930219,"SEPULVEDA ENTERPRISES, INC.",1526 SW MILITARY DR,SAN ANTONIO,TX,78221,15,1,DON PEDRO MEXICAN RESTAURANT,1526 SW MILITARY DR,SAN ANTONIO,TX,78221,15,MB457387,,,,0.0,0.0,0.0,0.0,72658.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1526 SW MILITARY DR, SAN ANTONIO, TX 78221",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-yj9g.chgi-jaww,32045497990,"SUN CITY NIGHT LIFE GROUP, INC.",4764 LOMA DE COBRE DR,EL PASO,TX,79934,71,1,PLAY NIGHTCLUB & BAR,200 ANTHONY ST,EL PASO,TX,79901,71,MB793500,,,,0.0,0.0,0.0,0.0,52701.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"200 ANTHONY ST, EL PASO, TX 79901",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-yutz-6944-7bww,17423783566,ELLIS COUNTY REAL ESTATE HOLDINGS INC,PO BOX 8157,WACO,TX,76714,161,1,TEXAS MOTORPLEX,7500 W HWY 287 (ENNIS AVENUE),ENNIS,TX,75119,70,RM818968,,,,0.0,0.0,0.0,0.0,2920.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"7500 W HWY 287 (ENNIS AVENUE), ENNIS, TX 75119",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-59ui-ty3q_mryk,32034390891,"M&S GROUP, INC.",2021 E YANDELL DR,EL PASO,TX,79903,71,8,WING DADDY'S SAUCE HOUSE #8,1115 SE MILITARY DR,SAN ANTONIO,TX,78214,15,MB851411,,,,0.0,0.0,0.0,0.0,48729.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1115 SE MILITARY DR, SAN ANTONIO, TX 78214",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-8jym_pcih~za75,32057526736,COSTA PACIFICA I L.L.C.,434 N LOOP 1604 W STE 2101,SAN ANTONIO,TX,78232,15,1,COSTA PACIFICA,434 N LOOP 1604 W STE 2101,SAN ANTONIO,TX,78232,15,MB920004,,,,0.0,0.0,0.0,0.0,43778.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"434 N LOOP 1604 W STE 2101, SAN ANTONIO, TX 78232",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-m3jk~yjh4~7yf4,17512822556,"SHADY OAKS COUNTRY CLUB, INC.",320 ROARING SPRINGS RD,WESTWORTH VLG,TX,76114,220,1,"SHADY OAKS COUNTRY CLUB, INC.",320 ROARING SPRINGS RD,WESTWORTH VILLAGE,TX,76114,220,MB141884,,,,0.0,0.0,0.0,0.0,44278.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"320 ROARING SPRINGS RD, WESTWORTH VILLAGE, TX 76114",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-4yxs.9gur_jjvz,10436867211,"MCDONALD, NELSON, HOWARD, INC.",1421 HIGHLAKE LN,WEATHERFORD,TX,76087,184,1,NEW WEST,12291 HIGHWAY 80 W,ALEDO,TX,76008,184,MB520048,,,,0.0,0.0,0.0,0.0,31893.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"12291 HIGHWAY 80 W, ALEDO, TX 76008",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-3nre.wpj4-4v5e,32017671648,PERRY JOE MALOY,5826 CONLEY ST,HOUSTON,TX,77021,101,1,THE ORIGINAL SPEAK EASY,5826 CONLEY ST,HOUSTON,TX,77021,101,MB606476,,,,0.0,0.0,0.0,0.0,5584.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5826 CONLEY ST, HOUSTON, TX 77021",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-54hy-quat-d52q,17526004274,"LAS RANITAS, INC.",325 E JEFFERSON BLVD,DALLAS,TX,75203,57,4,LAS RANITAS,2100 E ABRAM ST # 110-114,ARLINGTON,TX,76010,220,MB506886,,,,0.0,0.0,0.0,0.0,4208.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2100 E ABRAM ST # 110-114, ARLINGTON, TX 76010",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-vj7b-e6ch_6dcp,17513972343,"MESQUITE MEMORIAL POST NO. 8785, VETERANS OF FOREI",509 W MAIN ST,MESQUITE,TX,75149,57,8,"MESQUITE MEMORIAL POST NO 8785, VFW",509 W MAIN ST,MESQUITE,TX,75149,57,NE573380,,,,0.0,0.0,0.0,0.0,8448.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"509 W MAIN ST, MESQUITE, TX 75149",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-tg8u_8tyr.xccc,32020397249,DIANNA C LORING,2719 DA VINCI DR,DALLAS,TX,75287,61,2,MICHAEL'S GRILL,13233 N STEMMONS FWY,FARMERS BRNCH,TX,75234,57,MB645682,,,,0.0,0.0,0.0,0.0,467.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"13233 N STEMMONS FWY, FARMERS BRNCH, TX 75234",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ar44.dqgy-yr6h,32059969827,"LA RUMBA NIGHT CLUB, LLC",PO BOX 1677,PLAINVIEW,TX,79073,95,1,"LA RUMBA NIGHT CLUB, LLC",1301 W 5TH ST,PLAINVIEW,TX,79072,95,MB945800,,,,0.0,0.0,0.0,0.0,20280.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1301 W 5TH ST, PLAINVIEW, TX 79072",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ux38.zypr.stdh,12086831711,ROOFTOP ENTERPRISES INC,5850 SAN FELIPE ST STE 140,HOUSTON,TX,77057,101,1,LANAI,422 CONGRESS AVE STE C,AUSTIN,TX,78701,227,MB698077,,,,0.0,0.0,0.0,0.0,46374.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"422 CONGRESS AVE STE C, AUSTIN, TX 78701",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-4uzx-vd6u_2tf9,32047123388,"SACATOSA FOOD SERVICES, L.L.C.",117 MARCIA PL,SAN ANTONIO,TX,78209,15,1,LA FONDA SUNSET RIDGE,6402 N NEW BRAUNFELS AVE,SAN ANTONIO,TX,78209,15,MB809446,,,,0.0,0.0,0.0,0.0,23062.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"6402 N NEW BRAUNFELS AVE, SAN ANTONIO, TX 78209",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-md68.58ra_aey3,12030811413,"DIAMOND W HOSPITALITY, INC.",1629 BLAIR DR,CLEBURNE,TX,76031,126,1,DIAMOND W HOSPITALITY INC,8901 E HIGHWAY 67,ALVARADO,TX,76009,126,N 613013,,,,0.0,0.0,0.0,0.0,1345.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"8901 E HIGHWAY 67, ALVARADO, TX 76009",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-5j45~f998.5vdv,32041611875,"BARBED ROSE, INC.",6060 RICHMOND AVE STE 388,HOUSTON,TX,77057,101,1,MANGO'S LATIN GRILL,113 E SEALY ST,ALVIN,TX,77511,20,RM753965,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"113 E SEALY ST, ALVIN, TX 77511",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-7ga7_mnm5.qkep,17428924694,"A. N. J. ENTERPRISES, INC.",12014 GHOSTBRIDGE,HELOTES,TX,78023,15,1,LEGENDS SPORTS BAR & BILLIARDS,1305 SW LOOP 410 STE 208,SAN ANTONIO,TX,78227,15,MB256917,,,,0.0,0.0,0.0,0.0,77093.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1305 SW LOOP 410 STE 208, SAN ANTONIO, TX 78227",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-zthp~3vcb-tgw9,17606444507,"CIGI BEVERAGES OF TEXAS, LLC",2202 N WEST SHORE BLVD STE 500,TAMPA,FL,33607,0,19,CARRABBA'S ITALIAN GRILL,3400 N CENTRAL EXPY,PLANO,TX,75074,43,RM642156,,,,0.0,0.0,0.0,0.0,35839.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3400 N CENTRAL EXPY, PLANO, TX 75074",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ksd2_tdvj.i4ti,32039781433,"LARAVIA, INC.",19311 HALLIE ST,PORTER,TX,77365,170,1,PATRON SPORTS BAR AND GRILL,13524 ALDINE WESTFIELD RD,HOUSTON,TX,77039,101,MB558296,,,,0.0,0.0,0.0,0.0,5297.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"13524 ALDINE WESTFIELD RD, HOUSTON, TX 77039",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-fn8k-6zfz~dwmy,12019113799,"JB PUB LIQUOR MANAGEMENT GROUP, LLC",402 W GRAND PKWY S STE 110,KATY,TX,77494,79,1,TIMES SQUARE ENTERTAINMENT,402 W GRAND PKWY S STE 110,KATY,TX,77494,101,MB576176,,,,0.0,0.0,0.0,0.0,24473.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"402 W GRAND PKWY S STE 110, KATY, TX 77494",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-wh3w.5ia7-gaic,17419200211,"CARLOS KELLY'S STEAK & SEAFOOD, INC",6846 US HIGHWAY 87 E,SAN ANTONIO,TX,78263,15,1,CARLOS KELLY'S STEAK & SEAFOOD RESTAURANT,6846 US HIGHWAY 87 E,CHINA GROVE,TX,78263,15,MB112934,,,,0.0,0.0,0.0,0.0,590.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"6846 US HIGHWAY 87 E, CHINA GROVE, TX 78263",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-b3d3.x4t2~v58c,12604506373,"BARCADIA BAR & GRILL, L.L.C.",1917 N HENDERSON AVE,DALLAS,TX,75206,57,1,BARCADIA,1917 N HENDERSON AVE,DALLAS,TX,75206,57,MB685385,,,,0.0,0.0,0.0,0.0,74651.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1917 N HENDERSON AVE, DALLAS, TX 75206",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-unhv-uim4~rm7n,17527207421,CLUB 148,575 DAWSON RD,SEAGOVILLE,TX,75159,129,1,SWINGIN DOORS,304 HWY 148 SOUTH,TERRELL,TX,75160,129,N 419822,,,,0.0,0.0,0.0,0.0,11135.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"304 HWY 148 SOUTH, TERRELL, TX 75160",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bavg_bwq6.xwnf,32051201443,FLOYD E DIXON JR & DERRICK DIXON,12003 SUNDANCE CT,STAFFORD,TX,77477,79,1,KOKO'S BAR & GRILL,2820 WASHINGTON BLVD STE B,BEAUMONT,TX,77705,123,MB851415,,,,0.0,0.0,0.0,0.0,13967.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2820 WASHINGTON BLVD STE B, BEAUMONT, TX 77705",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
