id,taxpayer_number,taxpayer_name,taxpayer_address,taxpayer_city,taxpayer_state,taxpayer_zip,taxpayer_county,location_number,location_name,location_address,location_city,location_state,location_zip,location_county,tabc_permit_number,responsibility_begin_date,responsibility_end_date,obligation_end_date,liquor_receipts,wine_receipts,beer_receipts,cover_charge_receipts,total_receipts,latitude,longitude,geocoding_confidence,data_quality_score,is_active,last_updated,created_at,full_address,concept_primary,concept_secondary,concept_confidence,concept_source,population_1_mile,drinking_age_1_mile,population_3_mile,drinking_age_3_mile,population_5_mile,drinking_age_5_mile,population_10_mile,drinking_age_10_mile,square_footage,square_footage_source,square_footage_confidence
row-hkj2.cv8g-2ggy,32054378693,"C'VICHE TEQUILA BAR, LLC",6636 MISSY DR,DALLAS,TX,75252,43,1,C'VICHE,1922 GREENVILLE AVE,DALLAS,TX,75206,57,MB888311,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1922 GREENVILLE AVE, DALLAS, TX 75206",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-iikc.7qk9.6xz4,10207752964,METRO BARS LLC,2101 GREENVILLE AVE,DALLAS,TX,75206,57,1,THE LIBERTINE BAR,2101 GREENVILLE AVE,DALLAS,TX,75206,57,MB632196,,,,0.0,0.0,0.0,0.0,84689.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2101 GREENVILLE AVE, DALLAS, TX 75206",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-9t2i_djnu_rn8t,32040587936,"MAUDIE'S HILL COUNTRY, LLC",800 S LAMAR BLVD,AUSTIN,TX,78704,227,1,"MAUDIE'S HILL COUNTRY, LLC",12506 SHOPS PKWY,BEE CAVE,TX,78738,227,MB749771,,,,0.0,0.0,0.0,0.0,75426.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"12506 SHOPS PKWY, BEE CAVE, TX 78738",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-t6qg~uq42_9mju,32010974742,ALEJANDRO RAMOS,PO BOX 644,MANOR,TX,78653,227,3,RAMOS MEXICAN RESTAURANT,116 W PARSONS ST,MANOR,TX,78653,227,MB625282,,,,0.0,0.0,0.0,0.0,4422.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"116 W PARSONS ST, MANOR, TX 78653",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-iind~dqtu~ru63,17706323270,SPACE CITY GROUP L.L.C.,7600 JOPLIN ST,HOUSTON,TX,77087,101,1,SPACE CITY ICE STATION,18150 GULF FWY,FRIENDSWOOD,TX,77546,101,MB608128,,,,0.0,0.0,0.0,0.0,4458.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"18150 GULF FWY, FRIENDSWOOD, TX 77546",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-rk7c~papi~9piv,32037286518,EDGAR IVAN GALVAN,401 E MAIN RD STE 415,EL PASO,TX,79901,71,1,77 LOUNGE,6263 AIRPORT RD STE B,EL PASO,TX,79925,71,MB700999,,,,0.0,0.0,0.0,0.0,2608.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"6263 AIRPORT RD STE B, EL PASO, TX 79925",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bu5c~8dpw~5rtr,12039748350,"MARDI GRAS CAFE, LTD.",2700 LIVE OAK ST APT 204,DALLAS,TX,75204,57,1,MARDI GRAS CAFE & CATER,2720 N STEMMONS FWY STE 100,DALLAS,TX,75207,57,MB619737,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2720 N STEMMONS FWY STE 100, DALLAS, TX 75207",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-6f6p~nfrp_a8kp,32042782311,SEMER GROUP LLC,8826 FENWOOD ST,SAN ANTONIO,TX,78250,15,2,NEXUS MARTINI BAR AND GRILL,4553 N LOOP 1604 W STE 1101,SAN ANTONIO,TX,78249,15,MB788288,,,,0.0,0.0,0.0,0.0,64374.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"4553 N LOOP 1604 W STE 1101, SAN ANTONIO, TX 78249",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-tizr.dh3q.g68y,12081869369,MARIO HERNANDEZ AND JOSE HERNANDEZ,300 N COIT RD STE 270,RICHARDSON,TX,75080,57,1,LOLAS RESTAURANT / CAZA'Z CATERING,300 N COIT ROAD #270,RICHARDSON,TX,75080,57,RM656497,,,,0.0,0.0,0.0,0.0,1864.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"300 N COIT ROAD #270, RICHARDSON, TX 75080",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-niiu~e5xu_hnbc,19119380756,"RTA, LLC",465 OCEAN DR APT 605,MIAMI BEACH,FL,33139,0,1,BENNIGAN'S,9837 IH 10 W,SAN ANTONIO,TX,78230,15,MB666640,,,,0.0,0.0,0.0,0.0,55072.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"9837 IH 10 W, SAN ANTONIO, TX 78230",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-7msb.2q9t~c7wg,17607857509,"BLUZEN, INC.",6107 89TH ST,LUBBOCK,TX,79424,152,1,THE GAS LIGHT,5212 57TH ST STE 100,LUBBOCK,TX,79414,152,MB602121,,,,0.0,0.0,0.0,0.0,53144.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5212 57TH ST STE 100, LUBBOCK, TX 79414",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-fwa9-pmk3~7c3s,32014074135,"THE IDLE RICH, INC.",5722 ORAM ST,DALLAS,TX,75206,57,1,THE IDLE RICH,2614 MCKINNEY AVE,DALLAS,TX,75204,57,MB553051,,,,0.0,0.0,0.0,0.0,200024.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2614 MCKINNEY AVE, DALLAS, TX 75204",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-jkbg~kwbt~p44f,32037343376,A & G ASAD INC.,PO BOX 7940,TYLER,TX,75711,212,1,SONOMA GRILL,5875 OLD BULLARD RD STE 500,TYLER,TX,75703,212,RM705375,,,,0.0,0.0,0.0,0.0,10650.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5875 OLD BULLARD RD STE 500, TYLER, TX 75703",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-y5nf_62ja.dtbd,13301416874,"PAPPAS BAR-B-Q, INC.",PO BOX 41567,HOUSTON,TX,77241,101,24,PAPPAS BAR-B-Q,12917 NORTHWEST FWY,HOUSTON,TX,77040,101,MB613728,,,,0.0,0.0,0.0,0.0,1355.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"12917 NORTHWEST FWY, HOUSTON, TX 77040",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-2dgq.idxi_kpbj,17606982951,C & J HUGHES FAMILY LIMITED PARTNERSHIP,5130 E SAM HOUSTON PKWY N STE D,HOUSTON,TX,77015,101,1,DUGOUT SPORTS BAR,5130 E SAM HOUSTON PKWY N,HOUSTON,TX,77015,101,MB651487,,,,0.0,0.0,0.0,0.0,23402.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5130 E SAM HOUSTON PKWY N, HOUSTON, TX 77015",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-v6fp_7f7t~g7wa,17417889387,"PALMER-MONINGER ENTERPRISES, INC.",605 FAHRENTHOLD ST,EL CAMPO,TX,77437,241,2,E J'S,2517 RALPH ST,HOUSTON,TX,77006,101,MB082293,,,,0.0,0.0,0.0,0.0,77454.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2517 RALPH ST, HOUSTON, TX 77006",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-f268-uhre~9dr7,17526235886,SIK TEXAS LICENSE CORP.,1514 RANCH ROAD 620 S,LAKEWAY,TX,78734,227,11,CARINO'S ITALIAN GRILL,620 HARVEY RD,COLLEGE STATION,TX,77840,21,MB450613,,,,0.0,0.0,0.0,0.0,19470.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"620 HARVEY RD, COLLEGE STATION, TX 77840",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-v8va.y6wr_2c6x,17429348372,"PLT, INC.",406 N 6TH ST,KINGSVILLE,TX,78363,137,1,TEXAS RANCH CLUB,406 N 6TH ST,KINGSVILLE,TX,78363,137,MB464104,,,,0.0,0.0,0.0,0.0,31630.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"406 N 6TH ST, KINGSVILLE, TX 78363",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bu7j_6una.6gyp,17606232746,"DIVERSIFIED FESTINI PROPERTIES, INC.",2129 W ALABAMA ST,HOUSTON,TX,77098,101,1,FABIO'S ITALIAN BAR & GRILL,212 WESTHEIMER RD,HOUSTON,TX,77006,101,MB483874,,,,0.0,0.0,0.0,0.0,1390.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"212 WESTHEIMER RD, HOUSTON, TX 77006",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-zjdm~5de3-tkvq,12614448996,RP AND J ENTERPRISES INC,12822 WILLOW CENTRE DR STE A,HOUSTON,TX,77066,101,1,LOS GENERALES MEXICA RESTAURANT,5407 LOUETTA RD STE F,SPRING,TX,77379,101,MB692076,,,,0.0,0.0,0.0,0.0,10986.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5407 LOUETTA RD STE F, SPRING, TX 77379",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-mc58-ey9d-yddn,17427485135,"TONO'S, INC.",1202 E DEL MAR BLVD STE 106,LAREDO,TX,78041,240,1,TONOS BAR & GRILL,1202 E DEL MAR BLVD STE 106,LAREDO,TX,78041,240,MB257745,,,,0.0,0.0,0.0,0.0,15229.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1202 E DEL MAR BLVD STE 106, LAREDO, TX 78041",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ecn8.ywrz.n38x,32018632425,"MAIN STREET BISTRO & BAKERY, LLC",316 S MAIN ST,GRAPEVINE,TX,76051,220,1,"MAIN STREET BISTRO & BAKERY, LLC",316 S MAIN ST,GRAPEVINE,TX,76051,220,RM639293,,,,0.0,0.0,0.0,0.0,2056.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"316 S MAIN ST, GRAPEVINE, TX 76051",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-87gz.dj4b-cy9p,32050252314,TRIPLE TAP ALAMO LUBBOCK LLC,2500 SUMMER ST STE 1210,HOUSTON,TX,77007,101,1,ALAMO DRAFTHOUSE CINEMA - LUBBOCK,120 W LOOP 289,LUBBOCK,TX,79416,152,MB860142,,,,0.0,0.0,0.0,0.0,45729.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"120 W LOOP 289, LUBBOCK, TX 79416",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-qr5f_g9xg~ahkp,11615633655,BRAZOS CONCESSIONS CO/SALT LICK JOINT VENTURE,250 DELAWARE AVE,BUFFALO,NY,14202,0,4,BRAZOS CONCESSIONS CO/SALT LICK JOINT VENTURE,3600 PRESIDENTIAL BLVD STE 5,AUSTIN,TX,78719,227,MB517898,,,,0.0,0.0,0.0,0.0,51694.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3600 PRESIDENTIAL BLVD STE 5, AUSTIN, TX 78719",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-dx4r_dk62_xiyr,10207069013,"OCEANAIRE HACKENSACK, INC.",1510 WEST LOOP S,HOUSTON,TX,77027,101,1,PESCE,3029 KIRBY DR,HOUSTON,TX,77098,101,MB549581,,,,0.0,0.0,0.0,0.0,101212.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3029 KIRBY DR, HOUSTON, TX 77098",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-c8d2_kt7v-pa8c,17424594764,RAYMOND & BETTY LY,34 W BAR LE DOC DR,CORPUS CHRISTI,TX,78414,178,1,BAMBOO GARDEN ORIENTAL RESTAURANT,1220 AIRLINE RD STE 115,CORPUS CHRISTI,TX,78412,178,MB204208,,,,0.0,0.0,0.0,0.0,3820.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1220 AIRLINE RD STE 115, CORPUS CHRISTI, TX 78412",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-txqp.e2ps_mfuu,32008220181,MICHAEL ROY THOMAS,PO BOX 1016,GALVESTON,TX,77553,84,2,WOODY'S,11149 FM 3005 RD,GALVESTON,TX,77554,84,MB467234,,,,0.0,0.0,0.0,0.0,20327.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"11149 FM 3005 RD, GALVESTON, TX 77554",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-rqha_2yxc.r63t,32036780735,JENNIFER-JAMES PITKETHLEY,312 MONARCH TRL,GEORGETOWN,TX,78633,246,2,CAFE ON THE GREEN,150 DOVE HOLLOW TRL,GEORGETOWN,TX,78633,246,MB832344,,,,0.0,0.0,0.0,0.0,13828.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"150 DOVE HOLLOW TRL, GEORGETOWN, TX 78633",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-tbqi.m4xw-2eve,32041180988,"LIMITED SPIRITS, LLC",1207 KENNEY ST,BROOKSHIRE,TX,77423,237,1,"LIMITED SPIRITS, LLC",1207 KENNEY ST,BROOKSHIRE,TX,77423,237,D 751266,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1207 KENNEY ST, BROOKSHIRE, TX 77423",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-eyv6-iuzr~y6fz,17432593162,SALUT INC,1308 NORWOOD DR STE 100,BEDFORD,TX,76022,220,1,SALUT ITALIAN BISTRO,5900 INTERSTATE 20 W,ARLINGTON,TX,76017,220,MB698548,,,,0.0,0.0,0.0,0.0,14046.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5900 INTERSTATE 20 W, ARLINGTON, TX 76017",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-v6zn~q4s3.hmxb,17109961551,"TECXILA II, INC.",9041 RESEARCH BLVD STE 100,AUSTIN,TX,78758,227,3,CASA CHAPALA MEXICAN GRILL,9041 RESEARCH BLVD STE 100,AUSTIN,TX,78758,227,MB634805,,,,0.0,0.0,0.0,0.0,88921.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"9041 RESEARCH BLVD STE 100, AUSTIN, TX 78758",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ugi8_a5me~hrzs,32051450040,LA DONA SEAFOOD & GRILL LLC,610 N STATE HIGHWAY 336,HIDALGO,TX,78557,108,1,LA DONA SEAFOOD & GRILL,1201 S JACKSON RD STE 7,PHARR,TX,78577,108,MB853298,,,,0.0,0.0,0.0,0.0,5525.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1201 S JACKSON RD STE 7, PHARR, TX 78577",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bbgb.9ts4_8jnj,12089409473,"ESR RESTAURANT GROUP, INC.",100 BRAESWOOD SQ,HOUSTON,TX,77096,101,1,EL RANCHERO MEXICAN RESTAURANT,100 BRAESWOOD SQ,HOUSTON,TX,77096,101,MB862854,,,,0.0,0.0,0.0,0.0,14239.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"100 BRAESWOOD SQ, HOUSTON, TX 77096",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-8bg4_5ui5-xun9,17523485765,"FUENTES & FUENTES, INC.",101 S CHADBOURNE ST,SAN ANGELO,TX,76903,226,1,FUENTES CAFE DOWNTOWN,101 S CHADBOURNE ST,SAN ANGELO,TX,76903,226,MB218923,,,,0.0,0.0,0.0,0.0,8404.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"101 S CHADBOURNE ST, SAN ANGELO, TX 76903",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-hix9-sgg6.q2gh,17524461674,"OUTBACK BEVERAGES OF TEXAS, LLC",2202 N WEST SHORE BLVD STE 500,TAMPA,FL,33607,0,29,OUTBACK STEAKHOUSE,10001 WESTHEIMER RD STE 1010,HOUSTON,TX,77042,101,MB225965,,,,0.0,0.0,0.0,0.0,44344.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"10001 WESTHEIMER RD STE 1010, HOUSTON, TX 77042",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-x49j_ha2p.v8ni,12642470483,SENOR SOMBRERO'S LLC,2640 E LEAGUE CITY PKWY STE 123,LEAGUE CITY,TX,77573,84,1,MR SOMBRERO MEXICAN RESTAURANT,2640 E LEAGUE CITY PKWY STE 123,LEAGUE CITY,TX,77573,84,MB726920,,,,0.0,0.0,0.0,0.0,1698.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2640 E LEAGUE CITY PKWY STE 123, LEAGUE CITY, TX 77573",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-wi8y.ew5c_ayap,32040130265,BOBBY D BIRMINGHAM,4014 COPPER CRK,BAYTOWN,TX,77521,101,1,WILD HORSE SALOON,17130 MARKET ST,CHANNELVIEW,TX,77530,101,MB734539,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"17130 MARKET ST, CHANNELVIEW, TX 77530",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-f3n6_p433-unmc,12630230709,"PALOMAS OF TEXAS RESTAURANTS, INC.",14614 WOODFOREST BLVD,HOUSTON,TX,77015,101,1,LAS PALOMAS MEXICAN RESTAURANT #1,14614 WOODFOREST BLVD,HOUSTON,TX,77015,101,MB497748,,,,0.0,0.0,0.0,0.0,8259.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"14614 WOODFOREST BLVD, HOUSTON, TX 77015",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-juba.w56u~758a,17526616176,"ANTON AIRFOOD OF TEXAS, INC.",6905 ROCKLEDGE DR STOP 5-3,BETHESDA,MD,20817,0,6,VINTAGE TEXAS / ART BAR,2040 N INTERNATIONAL PKWY,GRAPEVINE,TX,75261,220,MB489570,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2040 N INTERNATIONAL PKWY, GRAPEVINE, TX 75261",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ctsz~rhai.br74,10437702466,"CYCLONE'S MEXICAN KITCHENS, INC.",PO BOX 10420,HOUSTON,TX,77206,101,1,CYCLONE ANAYA'S MEXICAN KITCHEN,5761 WOODWAY DR,HOUSTON,TX,77057,101,MB992413,,,,0.0,0.0,0.0,0.0,69669.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5761 WOODWAY DR, HOUSTON, TX 77057",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-bjki~yn69~qud8,17524673294,"BOB SMITH GOLF SHOP, INC.",3501 SAMUELL BLVD,DALLAS,TX,75223,57,1,TENISON PARK GOLF COURSE,3501 SAMUELL BLVD,DALLAS,TX,75223,57,MB238658,,,,0.0,0.0,0.0,0.0,12098.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3501 SAMUELL BLVD, DALLAS, TX 75223",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-vhpz~rkaq~pzba,12019453617,"CHARLES LEE'S, L. L. C.",8321 N KINGS HWY,TEXARKANA,TX,75503,19,1,LEE'S,8321 N KINGS HWY,TEXARKANA,TX,75503,19,N 577416,,,,0.0,0.0,0.0,0.0,6047.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"8321 N KINGS HWY, TEXARKANA, TX 75503",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-s69c-mxua~cinb,32004961028,JESSICA M PINEDA,12925 MESA CIR W,MERCEDES,TX,78570,108,1,CLUB LATINO,3609 N TEXAS BLVD,WESLACO,TX,78596,108,MB710918,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3609 N TEXAS BLVD, WESLACO, TX 78596",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-kjfa~2yg4~zaqy,17512821400,"SHADY OAKS RECREATION ASSOCIATION, INC.",PO BOX 935,BAIRD,TX,79504,30,1,"SHADY OAKS RECREATION ASSOCIATION, INC.",3542 COUNTY ROAD 268,BAIRD,TX,79504,30,N 097284,,,,0.0,0.0,0.0,0.0,1840.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"3542 COUNTY ROAD 268, BAIRD, TX 79504",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-cq6q~xmqw_433n,17528151503,MRH CLUB CORP.,3526 LAKEVIEW PKWY STE B C/O RHA LLC PMB,ROWLETT,TX,75088,57,2,MAGUIRE'S,17552 DALLAS PKWY,DALLAS,TX,75287,43,N 453542,,,,0.0,0.0,0.0,0.0,46486.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"17552 DALLAS PKWY, DALLAS, TX 75287",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-3gwi.xmsy_p65d,32055743002,"L'OCA D'ORO, LLC",1900 SIMOND AVE STE 100,AUSTIN,TX,78723,227,1,L'OCA D'ORO,1900 SIMOND AVE STE 100,AUSTIN,TX,78723,227,MB940832,,,,0.0,0.0,0.0,0.0,37583.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1900 SIMOND AVE STE 100, AUSTIN, TX 78723",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-rcwi_65nv-n6ma,17532502519,BOSSY'S SPORTS BAR & GRILL,209 MINI LN,LIVINGSTON,TX,77351,187,1,BOSSY'S SPORTS BAR & GRILL,1150 FM 3277,LIVINGSTON,TX,77351,187,N 762319,,,,0.0,0.0,0.0,0.0,5140.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"1150 FM 3277, LIVINGSTON, TX 77351",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-s78m_4cch~b23g,19121577605,"ROCKPORT YACHT CLUB, INC.",722 NAVIGATION CIR,ROCKPORT,TX,78382,4,1,ROCKPORT YACHT CLUB INC,722 NAVIGATION CIR,ROCKPORT,TX,78382,4,MB527740,,,,0.0,0.0,0.0,0.0,2041.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"722 NAVIGATION CIR, ROCKPORT, TX 78382",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-qenv-r7jf~4nsq,17604854111,"SALTGRASS, INC.",1510 WEST LOOP S ATTN: TAX DEPT,HOUSTON,TX,77027,101,23,SALTGRASS STEAK HOUSE #1,8943 KATY FWY,HOUSTON,TX,77024,101,MB532797,,,,0.0,0.0,0.0,0.0,32712.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"8943 KATY FWY, HOUSTON, TX 77024",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ydu9.zd4j~h8d2,12023071165,"J & K FAMILY, INC.",4011 E RENNER RD STE 128,RICHARDSON,TX,75082,43,1,JK CHINA GARDEN,4011 E RENNER RD STE 128,RICHARDSON,TX,75082,43,RM614490,,,,0.0,0.0,0.0,0.0,164.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"4011 E RENNER RD STE 128, RICHARDSON, TX 75082",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-mge4-qhh2_gab3,17528093226,"BAMAROOTS, INC.",3604 VERDA VISTA CT W,ALEDO,TX,76008,220,1,NIESTER'S RESTAURANT & DELI,4426 E HIGHWAY 377,GRANBURY,TX,76049,111,RM565516,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"4426 E HIGHWAY 377, GRANBURY, TX 76049",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-7vtu.keu4~sk2x,18610877740,"RANCHEROS MEXICAN GRILL & CANTINA, INC.",1327 BIG PNES,TOMBALL,TX,77375,101,2,RANCHEROS,32517 FM 2978 RD,MAGNOLIA,TX,77354,170,MB560742,,,,0.0,0.0,0.0,0.0,18689.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"32517 FM 2978 RD, MAGNOLIA, TX 77354",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-9jib~dfjt~nttp,17512919691,"ROYAL OAKS COUNTRY CLUB, INC.",7915 GREENVILLE AVE,DALLAS,TX,75231,57,1,"ROYAL OAKS COUNTRY CLUB, INC.",7915 GREENVILLE AVE,DALLAS,TX,75231,57,N 057779,,,,0.0,0.0,0.0,0.0,71454.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"7915 GREENVILLE AVE, DALLAS, TX 75231",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-88jg_vr7m_ryww,17600327146,"ART OF THE SPIRITS, INC.",PO BOX 6826,HOUSTON,TX,77265,101,2,ART OF THE SPIRITS INC,5601 MAIN ST,HOUSTON,TX,77005,101,MB471939,,,,0.0,0.0,0.0,0.0,2933.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"5601 MAIN ST, HOUSTON, TX 77005",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-smmf.twcs~gkps,11343195712,WAREHOUSE ENTERTAINMENT LLC,4504 ARI CT,AUSTIN,TX,78741,227,1,HYDE,213 W 4TH ST # A,AUSTIN,TX,78701,227,MB631474,,,,0.0,0.0,0.0,0.0,56731.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"213 W 4TH ST # A, AUSTIN, TX 78701",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
row-ykip.k952_tbmd,17604854111,"SALTGRASS, INC.",1510 WEST LOOP S ATTN: TAX DEPT,HOUSTON,TX,77027,101,42,SALTGRASS STEAKHOUSE #6,2484 S STEMMONS FWY,LEWISVILLE,TX,75067,61,MB604904,,,,0.0,0.0,0.0,0.0,35755.0,,,0.0,0.0,True,2025-10-22T21:32:55,2025-10-22T21:32:55,"2484 S STEMMONS FWY, LEWISVILLE, TX 75067",,[],0.0,,0,0,0,0,0,0,0,0,,,0.0
